Location,Category,Item_ID,Parent_ID,Name,Type,UOM,Unit_Rate_USD,Labor_Rate_USD,Material_Rate_USD,CSI_Title
"Harney County, Oregon",Roofing > Flashing > Vent Pipe Flashing,b28ec0d4-e58d-49ff-868a-b2975cb8d6e3,N/A (Root),"#3 0.25"" X 5"" Rubber Roof Vent Pipe Flashing Deck-Tite",MATERIAL,EA,38.09,42.57,16.63,
"Harney County, Oregon",Concrete and Masonry > Reinforcing > Rebar,db800fea-6e7e-4539-9dd8-c4d60e9b80da,N/A (Root),"#3 Rebar 3/8"" X 20'",MATERIAL,LBS,1.58,27.73,0.99,Reinforcement Bars
"Harney County, Oregon",Concrete and Masonry > Reinforcing > Rebar,cc2aea4a-bcd9-4d15-8d5b-a18c42df49bc,N/A (Root),"#4 Rebar 1/2"" X 10'",MATERIAL,LBS,1.78,27.73,1.19,Reinforcement Bars
"Harney County, Oregon",Concrete and Masonry > Reinforcing > Rebar,ef1cd8e5-e9bc-470a-a972-5c0155324127,N/A (Root),"#4 Rebar 1/2"" X 20'",MATERIAL,LBS,1.43,27.73,0.84,Reinforcement Bars
"Harney County, Oregon",Sitework > Landscaping > Irrigation,b473e5b5-5804-4433-8d70-cfafa06bbaed,N/A (Root),0-10 GPH Adjustable Dripper On,MATERIAL,EA,54.64,31.07,33.93,Planting Irrigation
"Harney County, Oregon",Sitework > Landscaping > Irrigation,a80873fd-271d-46cf-8dcf-44e59ce42101,N/A (Root),0-10 GPH Adjustable Dripper on 360-Degree,MATERIAL,EA,28.0,31.07,17.01,Planting Irrigation
"Harney County, Oregon",Equipment and Tools > Earthwork Equipment > Skid Steers,d2a44598-f0e1-4119-94da-41afe8659164,N/A (Root),0-1000lb Skidsteer,EQUIPMENT,DY,293.33,0.0,293.33,Construction Aids
"Harney County, Oregon",Sitework > Landscaping > Irrigation,eb026cb4-4e12-44c6-b0d3-3aa03625740e,N/A (Root),0-14 360 Adjustable Drip,MATERIAL,EA,12.4,31.07,8.27,Planting Irrigation
"Harney County, Oregon",Plumbing > Specialty Plumbing > Water Filtration and Treatment,ea2e7c64-dedb-4085-af06-6c1521af1480,N/A (Root),0-59 Gpg Electronic Anti and Rust Water Conditioner Treatment System,MATERIAL,EA,626.7,67.14,299.99,Domestic Water Softeners
"Harney County, Oregon",Plumbing > Specialty Plumbing > Water Filtration and Treatment,c6ecdc04-b410-4cf5-9ce1-5098f7bbcd88,N/A (Root),0-59 Gpg Residential/Commercial Electronic Anti-Scale & Rust Water Treatment System Up to,MATERIAL,EA,932.42,67.14,499.99,Domestic Water Softeners
"Harney County, Oregon",Plumbing > Pumps > Utility Pumps,811d0b33-5271-40fa-ae36-9aacad928035,N/A (Root),0.016 HP Submersible 12-Volt Manual Bilge Pump,MATERIAL,EA,253.22,67.14,29.99,Facility Storm Drainage
"Harney County, Oregon",Plumbing > Pumps > Utility Pumps,b1a4dc43-c6d0-4402-bab4-d802b576f0ab,N/A (Root),0.016Hp Submersible 12-Volt Automatic Bilge Pump,MATERIAL,EA,296.09,67.14,72.86,Facility Storm Drainage
"Harney County, Oregon",Plumbing > Pumps > Utility Pumps,e9507957-6dfc-4398-9fd1-c8ba229031f3,N/A (Root),0.018 HP Submersible 12-Volt Automatic Bilge Pump,MATERIAL,EA,299.62,67.14,76.39,Facility Storm Drainage
"Harney County, Oregon",Siding > Exterior Trim > Aluminum Trim,820f197e-0fa2-44f0-a8d2-fa382f713341,N/A (Root),"0.018"" X 24"" X 50' Blend Over Aluminum Trim Coil",MATERIAL,LF,5.69,37.33,3.21,
"Harney County, Oregon",Siding > Exterior Trim > Aluminum Trim,b16dfc4a-48b7-4ecb-b910-6071754d1d1e,N/A (Root),"0.018"" X 24"" X 50' Ivy Over Aluminum Trim Coil",MATERIAL,LF,5.53,37.33,3.05,
"Harney County, Oregon",Siding > Exterior Trim > Aluminum Trim,891b7a12-0a15-4721-a258-f8fe2d85327b,N/A (Root),"0.018"" X 24"" X 50' Sandstone Over Aluminum Trim Coil",MATERIAL,LF,5.53,37.33,3.05,
"Harney County, Oregon",Plumbing > Pumps > Recirculating Pumps,c6421e72-4049-4a57-957d-7a2afbd2981f,N/A (Root),0.02 HP E1-Bcsvnnnw-01 Circulating Pump,MATERIAL,EA,752.08,67.14,256.25,Facility Storm Drainage
"Harney County, Oregon",Plumbing > Pumps > Recirculating Pumps,bf4b9423-9432-493f-80ca-cc9828799991,N/A (Root),0.02 HP E1-Bctvnnnw-01 Circulating Pump,MATERIAL,EA,752.73,67.14,256.9,Facility Storm Drainage
"Harney County, Oregon",Plumbing > Pumps > Utility Pumps,eff0f310-7692-4274-a38a-6e5ed550f4ec,N/A (Root),0.02 HP Submersible 12-Volt Manual Bilge Pump,MATERIAL,EA,254.76,67.14,31.53,Facility Storm Drainage
"Harney County, Oregon",Siding > Exterior Trim > Aluminum Trim,82be17f3-a9c6-46cb-b955-d23377c0eab7,N/A (Root),"0.021"" X 24"" X 50' PVC Coated Blend Aluminum Trim Coil",MATERIAL,LF,5.6,37.33,3.12,
"Harney County, Oregon",Plumbing > Pumps > Utility Pumps,98d5246d-6fae-4af3-a696-b380954e65fb,N/A (Root),0.07 HP Submersible 12-Volt Manual Bilge Pump,MATERIAL,EA,318.78,67.14,95.55,Facility Storm Drainage
"Harney County, Oregon",Interior Finishes > Flooring > Resilient Flooring,ce087ef9-21a4-4dee-91ae-cf15f18e4d00,N/A (Root),"0.125"" X 2.5"" X 48"" Thermoplastic Rubber Wall Cove Base",MATERIAL,LF,3.33,29.85,0.95,Resilient Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Resilient Flooring,e536f853-209a-4032-af64-15a364a22610,N/A (Root),"0.125X4 48"" Thermoplastic Rubber Wall Cove Base",MATERIAL,LF,3.76,29.85,1.14,Resilient Flooring
"Harney County, Oregon",Plumbing > Pipe and Tubing > Polyethylene Pipe (PE),b7b1f8aa-09b1-43f8-8901-7564df32f96c,N/A (Root),"0.17"" X 1/4"" X 25' Polyethylene Tubing",MATERIAL,LF,6.29,67.14,0.31,Facility Water Distribution
"Harney County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,f8029ca1-60db-4141-8df8-1caa65338a49,N/A (Root),"0.25"" X 3.5"" X 4' Alder Board",MATERIAL,LF,18.55,37.33,17.9,Millwork
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,b63fcc30-a111-4a10-baf5-05a35d1e05c8,N/A (Root),"0.28"" X 5"" X Random Length Engineered Hardwood Flooring",MATERIAL,SF,7.63,29.85,4.85,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Engineered Wood Flooring,feec039c-39d2-4992-ad68-d69f67582791,N/A (Root),"0.28"" X 5.12"" X 36.22"" Waterproof Engineered Strand Bamboo Flooring",MATERIAL,SF,13.72,29.85,5.78,Wood Flooring
"Harney County, Oregon",Interior Finishes > Specialties > Privacy Screens,858f9b49-5912-41b5-bbf3-a565e839919b,N/A (Root),"0.3"" X 1.9' X 22.8"" Wall Art & Fence Panel",MATERIAL,SF,12.02,37.33,5.57,Wood Framing
"Harney County, Oregon",Interior Finishes > Specialties > Privacy Screens,ab5a8c7e-2104-45b7-a42e-c7e765d96421,N/A (Root),"0.3"" X 1.9' X 45.7"" Wall Art & Fence Panel",MATERIAL,SF,7.35,37.33,4.22,Wood Framing
"Harney County, Oregon",Interior Finishes > Specialties > Privacy Screens,ca7c4939-e74c-42fa-931a-aa064397ed86,N/A (Root),"0.3"" X 1.9' X 45.7"" Wall Fence Panel",MATERIAL,SF,7.26,37.33,4.13,Wood Framing
"Harney County, Oregon",Interior Finishes > Specialties > Privacy Screens,e72cc485-1efc-426d-a53a-176fc645829c,N/A (Root),"0.3"" X 23.6"" X 5.9' Recycled Plastic Fence Panel",MATERIAL,SF,6.5,37.33,4.22,Wood Framing
"Harney County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,e54748ec-c736-42fd-ace9-c16e8ffb916e,N/A (Root),"0.32"" X 2.25"" X 8"" Concrete Thin Brick Veneer",MATERIAL,EA,2.36,32.51,1.5,Clay Unit Masonry
"Harney County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,bc9fa1c0-5d62-434d-aa41-f6adcc99f598,N/A (Root),"0.32"" X 2.25"" X 8"" Thin Concrete Brick Veneer",MATERIAL,EA,2.18,32.51,1.32,Clay Unit Masonry
"Harney County, Oregon",Siding > Wood Siding,b8eef1f0-e920-4622-bae2-9ac157ba5944,N/A (Root),"0.344"" X 48"" X 96"" Plywood Siding Panel",MATERIAL,SF,3.89,37.33,0.91,Siding
"Harney County, Oregon",Siding > Wood Siding,8a17b87f-559a-44d0-a21d-52d1cab4fb96,N/A (Root),"0.344"" X 48"" X 96"" Primed 4-inch On-Center V-Groove Plywood Siding Panel",MATERIAL,SF,4.19,37.33,1.21,Siding
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,c25ab08a-7191-4112-9e11-d0ea67c1ac8e,N/A (Root),"0.35 GPM 48 Amp, 208-Volt, 10,000 Watt Point Of Use Electric Tankless Water Heater",MATERIAL,EA,898.45,67.14,362.71,Residential Appliances
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,fc80b8ed-5afa-44d0-99e7-4b6c35030853,N/A (Root),"0.35 GPM Point Of Use Electric Tankless Water Heater, 15 Amp, 120-Volt, 1800 Watt",MATERIAL,EA,785.07,67.14,249.33,Residential Appliances
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,eb85fb17-bf47-4a0c-9fb5-4bd48c615253,N/A (Root),"0.35 GPM Point Of Use Electric Tankless Water Heater, 20 Amp, 208-Volt, 4160 Watt",MATERIAL,EA,795.75,67.14,260.01,Residential Appliances
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,e6fb63ce-5847-4316-afa6-6c0aa13623d1,N/A (Root),"0.35 GPM Point Of Use Electric Tankless Water Heater, 15 Amp, 277-Volt, 4150 Watt",MATERIAL,EA,793.82,67.14,258.08,Residential Appliances
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,c2acc130-3789-4208-aab8-cb9e2175843d,N/A (Root),"0.35 GPM Point Of Use Electric Tankless Water Heater, 20 Amp, 277-Volt, 5540 Watt",MATERIAL,EA,776.94,67.14,241.2,Residential Appliances
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,81b41d0a-1208-4f8f-9b1d-d99d928c779f,N/A (Root),"0.35 GPM Point Of Use Electric Tankless Water Heater, 20 Amp, 120-Volt, 2400 Watt",MATERIAL,EA,808.16,67.14,272.42,Residential Appliances
"Harney County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,dc834357-7a02-491a-a612-0a1e5bd7fe83,N/A (Root),"0.375"" X 5.25"" X 48"" Boards Board",MATERIAL,LF,2.9,37.33,2.25,Millwork
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,b45e61e2-47af-49ed-9f35-f91a59051753,N/A (Root),"0.38"" X 2"" X 78"" Gloss Multi-Purpose Reducer",MATERIAL,LF,7.25,29.85,4.55,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,8afb01b0-c74f-48ae-8590-621073cfdc66,N/A (Root),"0.38"" X 2"" X 78"" Low Gloss Multi-Purpose Reducer Molding",MATERIAL,LF,7.31,29.85,4.61,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,f3688eee-5e44-46f4-9b6a-9fac305732b0,N/A (Root),"0.40"" X 3-1/4"" X 72"" Bamboo Flush Stair Nose Molding",MATERIAL,LF,11.27,29.85,8.57,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,cee3c19c-464b-40c4-9aab-f9ec15f1f53a,N/A (Root),"0.438"" X 1.50"" X 72"" Bamboo Reducer Molding",MATERIAL,LF,10.5,29.85,7.8,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,abcbb739-ac89-4d04-b96f-8188620f012b,N/A (Root),"0.438"" X 2.17"" X 72"" Bamboo Overlap Stair Nose Molding",MATERIAL,LF,11.27,29.85,8.57,Wood Flooring
"Harney County, Oregon",Interior Finishes > Tile > Tile Trim,a5edcdbc-82b7-4ad8-8302-de99765e1447,N/A (Root),"0.47"" X 11.81"" Porcelain Wall Quarter Round Bullnose Tile Trim",MATERIAL,LF,21.64,33.2,17.22,Tiling
"Harney County, Oregon",Sitework > Landscaping > Irrigation,e32e27f6-873d-4436-829f-54e9ae194ddf,N/A (Root),0.5 GPH Button Dripper,MATERIAL,EA,8.81,31.07,3.97,Planting Irrigation
"Harney County, Oregon",Sitework > Landscaping > Irrigation,c3e3cd73-2c6a-4142-bb04-ea7d91971e34,N/A (Root),0.5 GPH Inline Dripper,MATERIAL,EA,5.5,31.07,3.97,Planting Irrigation
"Harney County, Oregon",Plumbing > Faucets > Bathroom Faucets,887d2c39-7d8a-4e61-ad9f-3b26c19a67f3,N/A (Root),0.5 GPM AC Powered Single Hole Touchless Bathroom Faucet,MATERIAL,EA,434.42,67.14,255.84,Residential Plumbing Fixtures
"Harney County, Oregon",Plumbing > Faucets > Kitchen Faucets,e0dbe45e-4dd0-485b-a6af-ea1e07df7f65,N/A (Root),0.5 GPM High Arch Gooseneck Bar Faucet,MATERIAL,EA,375.08,67.14,196.5,Residential Plumbing Fixtures
"Harney County, Oregon",Plumbing > Pumps > Septic Pumps,d5c9f091-6225-45a1-85b3-d0fda9298397,N/A (Root),0.5 Hp. Cast Iron Submersible Sewage/Effluent W/ Tether Float Pump,MATERIAL,EA,403.22,67.14,179.99,Facility Storm Drainage
"Harney County, Oregon",Siding > Exterior Trim > Aluminum Trim,bb83a6bb-801e-45b5-8bb5-98b28db1c92d,N/A (Root),"0.5"" X 12' Aluminum J-Channel Trim",MATERIAL,LF,3.3,37.33,0.82,
"Harney County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,c3b56862-183e-4dbf-9340-fbb9baeadec8,N/A (Root),"0.5"" X 2.25"" X 7.625"" Thin Brick Veneer Singles",MATERIAL,EA,3.07,32.51,2.21,Clay Unit Masonry
"Harney County, Oregon",Interior Finishes > Interior Trim > Baseboard,fd0c5d7b-f258-441f-aa0e-dfcffd2b5ae8,N/A (Root),"0.591"" X 5-1/4"" X 192"" Fiberboard Base Molding",MATERIAL,LF,4.2,37.33,3.55,Millwork
"Harney County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,fe3eaab3-daae-4189-ac14-f4806d22b3ee,N/A (Root),"0.591"" X 6.000"" X 12' Primed MDF Board",MATERIAL,LF,1.57,37.33,0.92,Composite Trim
"Harney County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,a653acaf-41d4-4bec-b533-8a57efb92475,N/A (Root),"0.591"" X 6.000"" X 8' Primed MDF Board",MATERIAL,LF,1.61,37.33,0.96,Composite Trim
"Harney County, Oregon",Electrical > Exterior Lighting > Landscape Lights,e4dde489-3752-494b-8667-6eef8c56e365,N/A (Root),0.6 Watt Outdoor Integrated LED Light,MATERIAL,EA,270.98,58.83,36.0,Exterior Lighting
"Harney County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,b085560e-5741-4097-80fb-ef54482609a8,N/A (Root),"0.625"" X 12.5"" X 28"" Thin Brick Veneer Sheets",MATERIAL,EA,3.42,32.51,2.56,Clay Unit Masonry
"Harney County, Oregon",Siding > Exterior Trim > Vinyl Trim,a37b3d8c-d93a-45df-8c88-1a1b2c0354ee,N/A (Root),"0.625"" X 6"" X 16' PVC Traditional Trim",MATERIAL,LF,5.53,37.33,3.05,
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,ee528843-6e06-479e-8237-ab8efc7ea5f4,N/A (Root),"0.65 GPM Point Of Use Electric Tankless Water Heater, 30 Amp, 277-Volt, 8310 Watt",MATERIAL,EA,793.82,67.14,258.08,Residential Appliances
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,99601f71-3e74-4411-8372-75295ae5652e,N/A (Root),"0.65 GPM Point Of Use Electric Tankless Water Heater, 30 Amp, 240-Volt, 7200 Watt",MATERIAL,EA,793.82,67.14,258.08,Residential Appliances
"Harney County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,93299e63-595c-4375-96b4-9962c3dfd4b0,N/A (Root),"0.65 GPM Point Of Use Electric Tankless Water Heater, 30 Amp, 208-Volt, 6240 Watt",MATERIAL,EA,802.52,67.14,266.78,Residential Appliances
"Harney County, Oregon",Siding > Exterior Trim > Wood Trim,9d03be7d-e9a5-4e71-b203-9dc50555c2af,N/A (Root),"0.669"" X 1.5"" X 16' Primed MDF Trim",MATERIAL,LF,2.52,37.33,0.48,
"Harney County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,83165b87-ad36-498f-b961-faa93819ab63,N/A (Root),"0.67"" X 2.16"" X 7.56"" Thin Brick Veneer",MATERIAL,EA,1.75,32.51,0.89,Clay Unit Masonry
"Harney County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,a4b2c4fc-8241-4fbd-9251-c43cec2b5c29,N/A (Root),"0.67"" X 2.16"" X 7.56"" Thin Brick Veneer Singles",MATERIAL,EA,1.81,32.51,0.95,Clay Unit Masonry
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,b0f9904e-e584-44c2-9dc7-197e5cc21b4d,N/A (Root),"0.69"" X 20.0"" X 72"" Bamboo Multi-Purpose Reducer Molding",MATERIAL,LF,10.57,29.85,7.87,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,af9a34ae-30fb-4a7c-85a1-189dff23beb2,N/A (Root),"0.715"" X 0.715"" X 72"" Bamboo Quarter Round Molding",MATERIAL,LF,6.83,29.85,4.13,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,8d2f28a7-021c-494f-956b-3381ab84a77a,N/A (Root),"0.75"" X 0.75"" X 94"" Gloss Quarter Round Molding",MATERIAL,LF,4.86,29.85,2.16,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,d6a4ef14-172a-4a70-ae2a-51db74216b80,N/A (Root),"0.75"" X 0.75"" X 94"" Low Gloss Quarter Round",MATERIAL,LF,4.86,29.85,2.16,Wood Flooring
"Harney County, Oregon",Sitework > Fences and Gates > Metal Fencing,b90cae5e-ca57-4c6a-ad0f-fa777795b2b0,N/A (Root),"0.75"" X 1"" X 71"" Aluminum Top/Bottom Kit Fence",MATERIAL,LF,16.97,31.2,8.67,Fences and Gates
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,f8e940b0-0fcc-44e5-b28f-6fe77033f886,N/A (Root),"0.75"" X 2"" X 78"" Hardwood Carpet Ucer/Baby Threshold Molding",MATERIAL,LF,11.13,29.85,7.68,Wood Flooring
"Harney County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,9f96cfbd-543b-433f-87d8-a0b9b4fc8bab,N/A (Root),"0.75"" X 2.5"" X 4' Maple S4S Board",MATERIAL,LF,3.15,37.33,2.5,Millwork
"Harney County, Oregon",Siding > Exterior Trim > Composite Trim,f7819dda-d0ee-4663-9fdc-e74be67b2422,N/A (Root),"0.75"" X 2.5"" X 8' PVC Composite Traditional Trim",MATERIAL,LF,4.9,37.33,2.42,
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,dfb4fdfd-4eec-46f8-b6f5-cb45735da8d5,N/A (Root),"0.75"" X 22"" X 31"" Quartz Vanity Top",MATERIAL,EA,641.26,31.07,475.94,Manufactured Wood Casework
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,9ca3f3f0-a26f-4c66-a22d-05acdc45a7c1,N/A (Root),"0.75"" X 22"" X 43"" Engineered Marble Vanity Top",MATERIAL,EA,683.66,31.07,518.34,Manufactured Wood Casework
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,8c5c7c4e-20a2-4b47-8522-cd73488f7f27,N/A (Root),"0.75"" X 22"" X 49"" Engineered Marble Vanity Top",MATERIAL,EA,702.75,31.07,537.43,Manufactured Wood Casework
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,f884a7f4-30a3-4308-af23-9bae80f65a99,N/A (Root),"0.75"" X 22"" X 49"" Quartz Vanity Top",MATERIAL,EA,464.69,31.07,299.37,Manufactured Wood Casework
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,eb83426f-df8e-4d17-bc52-4ba5c2cf0f66,N/A (Root),"0.75"" X 22"" X 61"" Engineered Marble Vanity Top",MATERIAL,EA,994.32,31.07,829.0,Manufactured Wood Casework
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,8f951fb2-ce9a-4ad1-9874-6843f21b13bf,N/A (Root),"0.75"" X 22"" X 61"" Quartz Vanity Top",MATERIAL,EA,746.43,31.07,581.11,Manufactured Wood Casework
"Harney County, Oregon",Siding > Exterior Trim > Fiber Cement Trim,a4fb1f96-a4f2-471e-bf05-2e9d51335279,N/A (Root),"0.75"" X 3.5"" X 144"" Fiber Cement Trim Board",MATERIAL,LF,4.66,29.21,1.55,
"Harney County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,a18cf615-b70b-4f28-8366-7172ef0d8bcc,N/A (Root),"0.75"" X 3.5"" X 96"" Knotty Alder S4S Board",MATERIAL,LF,2.68,37.33,2.03,Millwork
"Harney County, Oregon",Siding > Exterior Trim > Vinyl Trim,bfa2cfa5-94f6-4b36-9be1-a67a90b048a2,N/A (Root),"0.75"" X 5.5"" X 16' PVC Traditional Trim",MATERIAL,LF,5.89,37.33,3.41,
"Harney County, Oregon",Electrical > Interior Lighting > Track Lighting,ce4964b5-ac05-4412-b0ca-d14644abe3c4,N/A (Root),0.79' 4-Light LED Ceiling Fixed Track Lighting Kit Light Fixture,MATERIAL,EA,133.69,58.83,53.33,Interior Lighting
"Harney County, Oregon",Plumbing > Toilets and Urinals,a49f978d-12d4-4f2c-8f44-353ebd861f44,N/A (Root),0.8 GPF Single Flush Ultra-High-Efficiency Elongated Toilet,MATERIAL,EA,556.16,67.14,199.0,Residential Plumbing Fixtures
"Harney County, Oregon",Plumbing > Toilets and Urinals,e1fef2c3-9590-4afe-b14f-ee11ffaa1def,N/A (Root),0.8/1.28 GPF Dual Flush Elongated Wall Hung Toilet Bowl,MATERIAL,EA,549.09,67.14,191.93,Residential Plumbing Fixtures
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,f7ed5b12-0652-48d6-bb43-c237bc11f873,N/A (Root),"0.81 X 3"" X 78"" Hardwood Stair Nose Molding",MATERIAL,LF,11.92,29.85,9.22,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,ad9c1b95-1756-44b6-ad3f-aedb79894b37,N/A (Root),"0.81"" X 3"" X 78"" Hardwood Stair Nose Molding",MATERIAL,LF,11.92,29.85,9.22,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,b1086504-6af2-4d71-8416-d181429a0612,N/A (Root),"0.88"" X 2"" X 78"" Hardwood Carpet Reducer/Baby Threshold Molding",MATERIAL,LF,11.15,29.85,8.45,Wood Flooring
"Harney County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,f6d3a7d4-7ec8-4976-9732-3b19eb208ed0,N/A (Root),"0.88"" X 3.5"" X 94"" Flush Mount Stair Nose Molding Light Fixture",MATERIAL,LF,14.18,29.85,11.48,Wood Flooring
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Backsplashes,a3580178-750a-4a21-8077-5da7e78d9a84,N/A (Root),"0.9"" X 3.5"" X 22.6"" Stone Bathroom Vanity Backsplash",MATERIAL,LF,75.95,67.14,53.63,Manufactured Wood Casework
"Harney County, Oregon",Interior Finishes > Cabinets and Countertops > Backsplashes,fc01eecc-f23f-4df5-bfab-e79cd46cc4a1,N/A (Root),"0.9"" X 3.5"" X 46.6"" Marble Bathroom Vanity Backsplash",MATERIAL,LF,80.39,67.14,58.07,Manufactured Wood Casework
"Harney County, Oregon",Siding > Stone and Brick Veneer > Faux Stone Siding,8cfe4744-c9c1-460b-a8e0-cf1cd4f8911b,N/A (Root),"0.90"" X 20.25"" X 45"" Cut Polymer Stone",MATERIAL,SF,6.01,37.33,4.27,Siding
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,e49c2175-4482-45e7-93cf-162ed14a1fdb,N/A (Root),"0.925"" X 5-3/8"" X 16' Grooved Edge Capped Composite Decking Board",MATERIAL,LF,3.51,37.33,2.72,Composite Decking
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,eacd78c8-eb2d-47fa-b4e6-1d9e2da34a2d,N/A (Root),"0.93"" X 5.25"" X 12' Grooved Edge Capped Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,92a449b8-33da-442d-8105-ee778c70749e,N/A (Root),"0.94"" X 5.36"" X 12' Composite Grooved Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,f70b6786-dbba-4ff3-b348-7328ab28f805,N/A (Root),"0.94"" X 5.36"" X 12' Edge Grooved Edge Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,f87bef98-6d88-4e81-8fe4-29711584b1e3,N/A (Root),"0.94"" X 5.36"" X 16' Edge Grooved Edge Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,fa7dca41-4edc-4d9c-9335-bd2f7abf0a33,N/A (Root),"0.94"" X 5.36"" X 16' Edge Sea Grooved Edge Composite Decking Board",MATERIAL,LF,3.01,37.33,2.22,Composite Decking
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,f84da18e-e437-4c19-911f-4f2d2675d8dd,N/A (Root),"0.94"" X 5.36"" X 16' Grooved Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Harney County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,bbc8967e-50a0-465c-b0eb-f8f05fb5d8b6,N/A (Root),"0.94"" X 5.36"" X 8' Square Composite Decking Board",MATERIAL,LF,3.01,37.33,2.22,Composite Decking
"Harney County, Oregon",Plumbing > Sinks > Bathroom Sinks,be3ec3f3-b41c-4d5e-9aab-2659fc6d7ade,N/A (Root),"027 17.3"" Undermount Bathroom Sink",MATERIAL,EA,560.16,67.14,203.0,Residential Plumbing Fixtures
"Harney County, Oregon",Interior Finishes > Interior Trim > General Purpose Moulding,94961533-70d9-42df-913f-220735429e2f,N/A (Root),"030 63"" Spiral Staircase Kit Spiral Staircase",MATERIAL,EA,4590.76,37.33,4392.16,Wood Stairs and Railings
"Harney County, Oregon",Sitework > Excavation and Backfill > Backfill,c9289934-9088-4c98-af4f-e3e68e1e0357,N/A (Root),"1 1/2"" Glacier Stone",MATERIAL,CY,171.29,40.45,51.75,Excavation and Fill
"Harney County, Oregon",Sitework > Excavation and Backfill > Backfill,9ae178cc-d52b-4afb-a2f3-a8294258e95c,N/A (Root),"1 1/2"" MDOT Type ""A"" Gravel",MATERIAL,CY,156.29,40.45,36.75,Excavation and Fill
"Harney County, Oregon",Sitework > Excavation and Backfill > Backfill,956d1214-6bbf-4b4a-83cb-5015cb02806c,N/A (Root),"1 1/2"" Recycled Asphalt / Gravel",MATERIAL,CY,154.29,40.45,34.75,Excavation and Fill
