Location,Category,Item_ID,Parent_ID,Name,Type,UOM,Unit_Rate_USD,Labor_Rate_USD,Material_Rate_USD,CSI_Title
"Linn County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,fe3eaab3-daae-4189-ac14-f4806d22b3ee,N/A (Root),"0.591"" X 6.000"" X 12' Primed MDF Board",MATERIAL,LF,1.57,37.33,0.92,Composite Trim
"Linn County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,a653acaf-41d4-4bec-b533-8a57efb92475,N/A (Root),"0.591"" X 6.000"" X 8' Primed MDF Board",MATERIAL,LF,1.61,37.33,0.96,Composite Trim
"Linn County, Oregon",Electrical > Exterior Lighting > Landscape Lights,e4dde489-3752-494b-8667-6eef8c56e365,N/A (Root),0.6 Watt Outdoor Integrated LED Light,MATERIAL,EA,270.98,58.83,36.0,Exterior Lighting
"Linn County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,b085560e-5741-4097-80fb-ef54482609a8,N/A (Root),"0.625"" X 12.5"" X 28"" Thin Brick Veneer Sheets",MATERIAL,EA,3.42,32.51,2.56,Clay Unit Masonry
"Linn County, Oregon",Siding > Exterior Trim > Vinyl Trim,a37b3d8c-d93a-45df-8c88-1a1b2c0354ee,N/A (Root),"0.625"" X 6"" X 16' PVC Traditional Trim",MATERIAL,LF,5.53,37.33,3.05,
"Linn County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,ee528843-6e06-479e-8237-ab8efc7ea5f4,N/A (Root),"0.65 GPM Point Of Use Electric Tankless Water Heater, 30 Amp, 277-Volt, 8310 Watt",MATERIAL,EA,793.82,67.14,258.08,Residential Appliances
"Linn County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,99601f71-3e74-4411-8372-75295ae5652e,N/A (Root),"0.65 GPM Point Of Use Electric Tankless Water Heater, 30 Amp, 240-Volt, 7200 Watt",MATERIAL,EA,793.82,67.14,258.08,Residential Appliances
"Linn County, Oregon",Plumbing > Water Heaters > Point of Use Water Heaters,93299e63-595c-4375-96b4-9962c3dfd4b0,N/A (Root),"0.65 GPM Point Of Use Electric Tankless Water Heater, 30 Amp, 208-Volt, 6240 Watt",MATERIAL,EA,802.52,67.14,266.78,Residential Appliances
"Linn County, Oregon",Siding > Exterior Trim > Wood Trim,9d03be7d-e9a5-4e71-b203-9dc50555c2af,N/A (Root),"0.669"" X 1.5"" X 16' Primed MDF Trim",MATERIAL,LF,2.52,37.33,0.48,
"Linn County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,83165b87-ad36-498f-b961-faa93819ab63,N/A (Root),"0.67"" X 2.16"" X 7.56"" Thin Brick Veneer",MATERIAL,EA,1.56,32.51,0.7,Clay Unit Masonry
"Linn County, Oregon",Siding > Stone and Brick Veneer > Brick Veneer,a4b2c4fc-8241-4fbd-9251-c43cec2b5c29,N/A (Root),"0.67"" X 2.16"" X 7.56"" Thin Brick Veneer Singles",MATERIAL,EA,1.79,32.51,0.93,Clay Unit Masonry
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,b0f9904e-e584-44c2-9dc7-197e5cc21b4d,N/A (Root),"0.69"" X 20.0"" X 72"" Bamboo Multi-Purpose Reducer Molding",MATERIAL,LF,10.57,29.85,7.87,Wood Flooring
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,af9a34ae-30fb-4a7c-85a1-189dff23beb2,N/A (Root),"0.715"" X 0.715"" X 72"" Bamboo Quarter Round Molding",MATERIAL,LF,6.83,29.85,4.13,Wood Flooring
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,8d2f28a7-021c-494f-956b-3381ab84a77a,N/A (Root),"0.75"" X 0.75"" X 94"" Gloss Quarter Round Molding",MATERIAL,LF,4.86,29.85,2.16,Wood Flooring
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,d6a4ef14-172a-4a70-ae2a-51db74216b80,N/A (Root),"0.75"" X 0.75"" X 94"" Low Gloss Quarter Round",MATERIAL,LF,4.86,29.85,2.16,Wood Flooring
"Linn County, Oregon",Sitework > Fences and Gates > Metal Fencing,b90cae5e-ca57-4c6a-ad0f-fa777795b2b0,N/A (Root),"0.75"" X 1"" X 71"" Aluminum Top/Bottom Kit Fence",MATERIAL,LF,16.97,31.2,8.67,Fences and Gates
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,f8e940b0-0fcc-44e5-b28f-6fe77033f886,N/A (Root),"0.75"" X 2"" X 78"" Hardwood Carpet Ucer/Baby Threshold Molding",MATERIAL,LF,11.13,29.85,7.68,Wood Flooring
"Linn County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,9f96cfbd-543b-433f-87d8-a0b9b4fc8bab,N/A (Root),"0.75"" X 2.5"" X 4' Maple S4S Board",MATERIAL,LF,3.15,37.33,2.5,Millwork
"Linn County, Oregon",Siding > Exterior Trim > Composite Trim,f7819dda-d0ee-4663-9fdc-e74be67b2422,N/A (Root),"0.75"" X 2.5"" X 8' PVC Composite Traditional Trim",MATERIAL,LF,4.9,37.33,2.42,
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,dfb4fdfd-4eec-46f8-b6f5-cb45735da8d5,N/A (Root),"0.75"" X 22"" X 31"" Quartz Vanity Top",MATERIAL,EA,641.26,31.07,475.94,Manufactured Wood Casework
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,9ca3f3f0-a26f-4c66-a22d-05acdc45a7c1,N/A (Root),"0.75"" X 22"" X 43"" Engineered Marble Vanity Top",MATERIAL,EA,683.66,31.07,518.34,Manufactured Wood Casework
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,8c5c7c4e-20a2-4b47-8522-cd73488f7f27,N/A (Root),"0.75"" X 22"" X 49"" Engineered Marble Vanity Top",MATERIAL,EA,702.75,31.07,537.43,Manufactured Wood Casework
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,f884a7f4-30a3-4308-af23-9bae80f65a99,N/A (Root),"0.75"" X 22"" X 49"" Quartz Vanity Top",MATERIAL,EA,464.69,31.07,299.37,Manufactured Wood Casework
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,eb83426f-df8e-4d17-bc52-4ba5c2cf0f66,N/A (Root),"0.75"" X 22"" X 61"" Engineered Marble Vanity Top",MATERIAL,EA,994.32,31.07,829.0,Manufactured Wood Casework
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Countertops,8f951fb2-ce9a-4ad1-9874-6843f21b13bf,N/A (Root),"0.75"" X 22"" X 61"" Quartz Vanity Top",MATERIAL,EA,746.43,31.07,581.11,Manufactured Wood Casework
"Linn County, Oregon",Siding > Exterior Trim > Fiber Cement Trim,a4fb1f96-a4f2-471e-bf05-2e9d51335279,N/A (Root),"0.75"" X 3.5"" X 144"" Fiber Cement Trim Board",MATERIAL,LF,4.66,29.21,1.55,
"Linn County, Oregon",Interior Finishes > Interior Trim > Appearance Boards,a18cf615-b70b-4f28-8366-7172ef0d8bcc,N/A (Root),"0.75"" X 3.5"" X 96"" Knotty Alder S4S Board",MATERIAL,LF,2.68,37.33,2.03,Millwork
"Linn County, Oregon",Siding > Exterior Trim > Vinyl Trim,bfa2cfa5-94f6-4b36-9be1-a67a90b048a2,N/A (Root),"0.75"" X 5.5"" X 16' PVC Traditional Trim",MATERIAL,LF,5.89,37.33,3.41,
"Linn County, Oregon",Electrical > Interior Lighting > Track Lighting,ce4964b5-ac05-4412-b0ca-d14644abe3c4,N/A (Root),0.79' 4-Light LED Ceiling Fixed Track Lighting Kit Light Fixture,MATERIAL,EA,133.69,58.83,53.33,Interior Lighting
"Linn County, Oregon",Plumbing > Toilets and Urinals,a49f978d-12d4-4f2c-8f44-353ebd861f44,N/A (Root),0.8 GPF Single Flush Ultra-High-Efficiency Elongated Toilet,MATERIAL,EA,556.16,67.14,199.0,Residential Plumbing Fixtures
"Linn County, Oregon",Plumbing > Toilets and Urinals,e1fef2c3-9590-4afe-b14f-ee11ffaa1def,N/A (Root),0.8/1.28 GPF Dual Flush Elongated Wall Hung Toilet Bowl,MATERIAL,EA,549.09,67.14,191.93,Residential Plumbing Fixtures
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,f7ed5b12-0652-48d6-bb43-c237bc11f873,N/A (Root),"0.81 X 3"" X 78"" Hardwood Stair Nose Molding",MATERIAL,LF,11.92,29.85,9.22,Wood Flooring
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,ad9c1b95-1756-44b6-ad3f-aedb79894b37,N/A (Root),"0.81"" X 3"" X 78"" Hardwood Stair Nose Molding",MATERIAL,LF,11.92,29.85,9.22,Wood Flooring
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,b1086504-6af2-4d71-8416-d181429a0612,N/A (Root),"0.88"" X 2"" X 78"" Hardwood Carpet Reducer/Baby Threshold Molding",MATERIAL,LF,11.15,29.85,8.45,Wood Flooring
"Linn County, Oregon",Interior Finishes > Flooring > Hardwood Flooring,f6d3a7d4-7ec8-4976-9732-3b19eb208ed0,N/A (Root),"0.88"" X 3.5"" X 94"" Flush Mount Stair Nose Molding Light Fixture",MATERIAL,LF,14.18,29.85,11.48,Wood Flooring
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Backsplashes,a3580178-750a-4a21-8077-5da7e78d9a84,N/A (Root),"0.9"" X 3.5"" X 22.6"" Stone Bathroom Vanity Backsplash",MATERIAL,LF,75.95,67.14,53.63,Manufactured Wood Casework
"Linn County, Oregon",Interior Finishes > Cabinets and Countertops > Backsplashes,fc01eecc-f23f-4df5-bfab-e79cd46cc4a1,N/A (Root),"0.9"" X 3.5"" X 46.6"" Marble Bathroom Vanity Backsplash",MATERIAL,LF,80.39,67.14,58.07,Manufactured Wood Casework
"Linn County, Oregon",Siding > Stone and Brick Veneer > Faux Stone Siding,8cfe4744-c9c1-460b-a8e0-cf1cd4f8911b,N/A (Root),"0.90"" X 20.25"" X 45"" Cut Polymer Stone",MATERIAL,SF,6.01,37.33,4.27,Siding
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,e49c2175-4482-45e7-93cf-162ed14a1fdb,N/A (Root),"0.925"" X 5-3/8"" X 16' Grooved Edge Capped Composite Decking Board",MATERIAL,LF,3.51,37.33,2.72,Composite Decking
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,eacd78c8-eb2d-47fa-b4e6-1d9e2da34a2d,N/A (Root),"0.93"" X 5.25"" X 12' Grooved Edge Capped Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,92a449b8-33da-442d-8105-ee778c70749e,N/A (Root),"0.94"" X 5.36"" X 12' Composite Grooved Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,f70b6786-dbba-4ff3-b348-7328ab28f805,N/A (Root),"0.94"" X 5.36"" X 12' Edge Grooved Edge Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,f87bef98-6d88-4e81-8fe4-29711584b1e3,N/A (Root),"0.94"" X 5.36"" X 16' Edge Grooved Edge Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,fa7dca41-4edc-4d9c-9335-bd2f7abf0a33,N/A (Root),"0.94"" X 5.36"" X 16' Edge Sea Grooved Edge Composite Decking Board",MATERIAL,LF,3.01,37.33,2.22,Composite Decking
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,f84da18e-e437-4c19-911f-4f2d2675d8dd,N/A (Root),"0.94"" X 5.36"" X 16' Grooved Composite Decking Board",MATERIAL,LF,3.03,37.33,2.24,Composite Decking
"Linn County, Oregon",Framing > Rough Carpentry > Exterior Lumber and Decks,bbc8967e-50a0-465c-b0eb-f8f05fb5d8b6,N/A (Root),"0.94"" X 5.36"" X 8' Square Composite Decking Board",MATERIAL,LF,3.01,37.33,2.22,Composite Decking
"Linn County, Oregon",Plumbing > Sinks > Bathroom Sinks,be3ec3f3-b41c-4d5e-9aab-2659fc6d7ade,N/A (Root),"027 17.3"" Undermount Bathroom Sink",MATERIAL,EA,560.16,67.14,203.0,Residential Plumbing Fixtures
"Linn County, Oregon",Interior Finishes > Interior Trim > General Purpose Moulding,94961533-70d9-42df-913f-220735429e2f,N/A (Root),"030 63"" Spiral Staircase Kit Spiral Staircase",MATERIAL,EA,4590.76,37.33,4392.16,Wood Stairs and Railings
"Linn County, Oregon",Sitework > Excavation and Backfill > Backfill,c9289934-9088-4c98-af4f-e3e68e1e0357,N/A (Root),"1 1/2"" Glacier Stone",MATERIAL,CY,171.29,40.45,51.75,Excavation and Fill
"Linn County, Oregon",Sitework > Excavation and Backfill > Backfill,9ae178cc-d52b-4afb-a2f3-a8294258e95c,N/A (Root),"1 1/2"" MDOT Type ""A"" Gravel",MATERIAL,CY,156.29,40.45,36.75,Excavation and Fill
"Linn County, Oregon",Sitework > Excavation and Backfill > Backfill,956d1214-6bbf-4b4a-83cb-5015cb02806c,N/A (Root),"1 1/2"" Recycled Asphalt / Gravel",MATERIAL,CY,154.29,40.45,34.75,Excavation and Fill
"Linn County, Oregon",Electrical > Interior Lighting > Commercial Lighting,bba98510-eae2-4282-9287-88dbc7bd8211,N/A (Root),1 25 Watt Integrated LED Emergency Light,MATERIAL,EA,257.52,58.83,22.54,Interior Lighting
"Linn County, Oregon",Sitework > Landscaping > Irrigation,94f3ce76-bcb1-4665-8c0a-6ddd12948d3d,N/A (Root),"1 4"" Pop-Up Gear Drive Sprinkler",MATERIAL,EA,15.51,31.07,9.97,Planting Irrigation
"Linn County, Oregon",Roofing > Sealants and Coatings,c322ca0a-d635-4760-95d2-45c8fec5e3a4,N/A (Root),1 gal. All-Purpose Asphalt Roof Coating Primer,MATERIAL,SF,1.29,42.57,0.27,
"Linn County, Oregon",Interior Finishes > Painting > Interior Paints,3d6214b0-7f6f-4f7a-8ba8-4eb3a7b83069,N/A (Root),1 gal. Ceiling Flat Interior Paint and Primer,MATERIAL,SF,0.38,32.76,0.16,Painting
"Linn County, Oregon",Interior Finishes > Painting > Exterior Paints,e8390474-87c4-413d-bcba-975f1993e172,N/A (Root),1 gal. Exterior Wood Stain and Sealer,MATERIAL,SF,0.51,32.76,0.2,Painting
"Linn County, Oregon",Interior Finishes > Painting > Interior Paints,006e37c1-be6c-4573-8112-f50f120aeff6,N/A (Root),1 gal. Interior Paint,MATERIAL,SF,0.44,32.76,0.13,Painting
"Linn County, Oregon",Interior Finishes > Painting > Exterior Paints,8dd216cf-cc14-43e8-9545-42d8ebe1f978,N/A (Root),1 gal. Interior/Exterior Floor Paint,MATERIAL,SF,0.47,32.76,0.16,Painting
"Linn County, Oregon",Interior Finishes > Painting > Interior Paints,df528268-b344-4d10-86e4-52d1007e1efa,N/A (Root),1 gal. Interior/Exterior Multi-Surface Primer Sealer and Stain Blocker,MATERIAL,SF,0.45,32.76,0.1,Painting
"Linn County, Oregon",Interior Finishes > Painting > Interior Paints,8e9123ba-e8b8-489b-bbd6-ffa99364102a,N/A (Root),1 gal. Interior/Exterior Primer Heavy-Duty Sealer and Stain Blocker,MATERIAL,SF,0.62,32.76,0.14,Painting
"Linn County, Oregon",Interior Finishes > Painting > Interior Paints,ae9fc462-c201-40b6-af7e-b7a4537aac6c,N/A (Root),1 gal. Semi-Gloss Interior Cabinet and Trim Paint,MATERIAL,SF,0.66,32.76,0.22,Painting
"Linn County, Oregon",Interior Finishes > Painting > Interior Paints,67d589e7-5630-4b76-aeef-61648284fb06,N/A (Root),1 gal. Water-Based Interior/Exterior Primer and Sealer,MATERIAL,SF,0.62,32.76,0.14,Painting
"Linn County, Oregon",Plumbing > Pumps > Well Pumps,ca5bd652-55d9-4f36-bbcc-97358f7152fc,N/A (Root),1 HP Cast Iron Shallow Well Jet Pump,MATERIAL,EA,562.47,67.14,339.24,Facility Storm Drainage
"Linn County, Oregon",Plumbing > Pumps > Well Pumps,cc025969-7fd7-4a03-9fdf-30631f9a0741,N/A (Root),"1 HP Submersible 2-Wire Deep Well Water Pump 230-Volt, 213' 33 GPM",MATERIAL,EA,438.18,67.14,214.95,Facility Storm Drainage
"Linn County, Oregon",Plumbing > Pumps > Septic Pumps,bf25469f-7ba2-48af-a668-0ca99f46a2d2,N/A (Root),1 HP Submersible Effluent Pump System,MATERIAL,EA,3756.73,67.14,3533.5,Facility Storm Drainage
"Linn County, Oregon",Plumbing > Pumps > Septic Pumps,b99c4bb8-eb32-4903-9c7e-39be3de0a90d,N/A (Root),1 HP Submersible High-Head Effluent Pump,MATERIAL,EA,1235.73,67.14,1012.5,Facility Storm Drainage
"Linn County, Oregon",Plumbing > Pumps > Septic Pumps,cea833dd-bbc4-4dac-aad4-9afe310caf04,N/A (Root),1 HP Submersible Sewage Effluent Pump,MATERIAL,EA,1470.76,67.14,1247.53,Facility Storm Drainage
"Linn County, Oregon",Equipment and Tools > Earthwork Equipment > Grading Equipment,a8c5f8bd-673e-4f5a-93ce-b536e6b6d7f6,N/A (Root),1 Ton Ride-On Static Roller,EQUIPMENT,DY,90.16,0.0,90.16,Construction Aids
"Linn County, Oregon",Electrical > Exterior Lighting > Stair Lights,b0006222-d2c9-4238-8b50-0a197d397d19,N/A (Root),"1 Watt 3.25"" Low Voltage Outdoor Integrated LED Step Light",MATERIAL,EA,376.16,58.83,141.18,Exterior Lighting
"Linn County, Oregon",Electrical > Exterior Lighting > Landscape Lights,f1cbf6de-047d-4f45-b3e3-0d5d6141c1d2,N/A (Root),1 Watt Outdoor Integrated LED Adjustable Landscape Spot Light,MATERIAL,EA,258.76,58.83,23.78,Exterior Lighting
"Linn County, Oregon",Interior Finishes > Insulation > Foam Board Insulation,9627056c-e57d-4e95-9d46-a4f94d94e130,N/A (Root),"1"" 2X2' R-5 Panel XPS Rigid Foam Board Insulation Board",MATERIAL,SF,2.99,29.97,2.47,Thermal Insulation
"Linn County, Oregon",Sitework > Fences and Gates > Chain Link Fencing,913ef61e-a2ef-4747-9177-6ae51ec6da8a,N/A (Root),"1"" 4' X 5' Galvanized Steel Bent Frame Single Walk Through Fence Gate",MATERIAL,EA,242.0,31.2,76.04,Fences and Gates
"Linn County, Oregon",Electrical > Conduit > Electric Metal Tubing (EMT),cdbf2010-9a4f-4214-9bc7-fd628d37e346,N/A (Root),"1"" 90-Degree Electrical Metallic Tube EMT Elbow Fitting",MATERIAL,EA,11.03,58.83,7.12,Common Work Results for Electrical
"Linn County, Oregon",Electrical > Conduit > PVC Conduit,82a32a6a-c4e3-4f2a-99b3-87814c0c26b4,N/A (Root),"1"" 90-Degree Schedule 40 PVC End Elbow Fitting",MATERIAL,EA,5.95,58.83,2.04,Common Work Results for Electrical
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,d3759329-e7cd-42bf-8649-625bdc3b8df6,N/A (Root),"1"" Brass C X C Compact- Gate Valve",MATERIAL,EA,59.16,67.14,14.51,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,fce6cbde-6fa3-4168-a4cd-371c64749e3d,N/A (Root),"1"" Brass FIP X FIP Threaded Gas Ball Valve",MATERIAL,EA,71.7,67.14,27.05,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,93fae526-e3c9-4209-971f-9a7eeca37b49,N/A (Root),"1"" Brass FNPT X FNPT Full-Port Ball Valve",MATERIAL,EA,74.46,67.14,29.81,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,8d029121-ff1b-4839-8075-36de3ff0e7a5,N/A (Root),"1"" Brass Lead-Free Threaded Two-Piece Full Port Ball Valve",MATERIAL,EA,65.44,67.14,20.79,Facility Water Distribution
"Linn County, Oregon",Concrete and Masonry > Reinforcing > Rebar Accessories,8756d1a0-d353-4df2-8dcd-eb50d9b44755,N/A (Root),"1"" Cement Rebar Holder",MATERIAL,EA,22.57,27.73,0.33,Concrete Accessories
"Linn County, Oregon",Electrical > Conduit > Electric Metal Tubing (EMT),efab2d64-cda6-4739-b5f7-fbc6a640f0d2,N/A (Root),"1"" Electrical Metallic Tube EMT Compression Connector Fitting",MATERIAL,EA,5.74,58.83,1.83,Common Work Results for Electrical
"Linn County, Oregon",Electrical > Conduit > Electric Metal Tubing (EMT),b1a250ef-4cce-4d07-8850-449fa1b2fc5b,N/A (Root),"1"" Electrical Metallic Tube EMT Set-Screws Connector Fitting",MATERIAL,EA,6.89,58.83,2.98,Common Work Results for Electrical
"Linn County, Oregon",Electrical > Conduit > Electric Metal Tubing (EMT),a466213e-6371-4418-8fd3-6c6261b0246f,N/A (Root),"1"" Electrical Metallic Tube EMT Tight Connectors Fitting",MATERIAL,EA,6.3,58.83,2.39,Common Work Results for Electrical
"Linn County, Oregon",Plumbing > Pipe and Tubing > Pipe Clamps and Support,c92f4e08-55f2-4aa9-99cd-630b4ca1daa1,N/A (Root),"1"" Electro Galvanized Steel Strut Clamps (10-count)",MATERIAL,EA,6.87,67.14,2.14,Facility Water Distribution
"Linn County, Oregon",Electrical > Conduit > Flexible Metal Conduit (FMC),c3d669a4-7675-4e74-99fd-d508931d4a6d,N/A (Root),"1"" Flexible Metal Conduit FMC Screw-In Coupling Fitting",MATERIAL,EA,6.88,58.83,2.97,Common Work Results for Electrical
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,c4d56797-ae7b-4aaa-b2af-d55cefbee148,N/A (Root),"1"" Forged Brass Lead-Free FIP X Sweat Full Port Ball Valve",MATERIAL,EA,123.58,67.14,78.93,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,c2144642-eb3e-4349-9ef8-42e2a0ee780c,N/A (Root),"1"" Forged Brass Lead-Free Sweat X FIP Full Port Ball Valve",MATERIAL,EA,142.19,67.14,97.54,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,bcb04407-5c69-4617-8824-eeceff987dcc,N/A (Root),"1"" Full Port PEX Barb Ball Valve Water Off",MATERIAL,EA,60.79,67.14,16.14,Facility Water Distribution
"Linn County, Oregon",Roofing > Flashing > Vent Pipe Flashing,c6d4eaa4-9701-4e55-ab84-f72b6f6d47e4,N/A (Root),"1"" Galvanized Steel Vent Pipe Flashing",MATERIAL,EA,27.37,42.57,5.91,
"Linn County, Oregon",Interior Finishes > Tile > Mosaic Tile,9358f7c5-43b6-4387-8b89-27626dd355f4,N/A (Root),"1"" Hex 10-1/4"" X 11-7/8"" Porcelain Mosaic Tile",MATERIAL,SF,13.21,33.2,7.34,Tiling
"Linn County, Oregon",Interior Finishes > Tile > Mosaic Tile,9d3785fe-6063-4c88-bee4-8e2040ad83c7,N/A (Root),"1"" Hexagon 11.61"" X 11.81"" Marble Mosaic Tile",MATERIAL,SF,17.42,33.2,11.55,Tiling
"Linn County, Oregon",Plumbing > Pipe and Tubing > Pipe Clamps and Support,add55e16-05b9-4471-87c5-3bfca022bc67,N/A (Root),"1"" Hinged Split Ring Pipe Hanger",MATERIAL,EA,10.11,67.14,5.38,Facility Water Distribution
"Linn County, Oregon",Equipment and Tools > Air Tools and Pumps > Demolition Tools,fd1fa2bd-856a-4796-aa02-30a3d75bb434,N/A (Root),"1"" Integral Carbide Rock Drill Bit",EQUIPMENT,DY,22.66,0.0,22.66,Construction Aids
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,f93bb98e-be49-4361-ae4c-e84630cf52d0,N/A (Root),"1"" IPS Full Port Forged Brass Uni-Flanged Ball Valve",MATERIAL,EA,82.54,67.14,37.89,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe and Tubing > Polyethylene Pipe (PE),82927296-f213-4e04-9316-4ed27acf251e,N/A (Root),"1"" IPS X 100' DR 11 Underground Polyethylene Gas Pipe",MATERIAL,LF,6.79,67.14,0.81,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,9934dfd3-8e4f-4eb0-a66e-f39ee7b23d6a,N/A (Root),"1"" Lead-Free Brass FIP X FIP Check Valve",MATERIAL,EA,62.59,67.14,17.94,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,9606d664-c8a3-4e58-a3f3-154259e2be42,N/A (Root),"1"" Lead-Free Brass FIP X FIP Swing Check Valve",MATERIAL,EA,53.8,67.14,9.15,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,c3cb441d-8536-41a3-ac34-a8dbf7b608ae,N/A (Root),"1"" Lead-Free Brass FNPT X FNPT Full-Port Ball Valve",MATERIAL,EA,69.33,67.14,24.68,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,d60a2470-a4bf-4b8c-8447-d15b03644ed5,N/A (Root),"1"" Lead-Free Brass Threaded FIP X FIP Ball Valve",MATERIAL,EA,71.22,67.14,26.57,Facility Water Distribution
"Linn County, Oregon",Plumbing > Specialty Plumbing > Backflow Preventers,9287c509-95ca-49a7-860e-91bf4d6045d5,N/A (Root),"1"" Lead-Free FIP Reduced Pressure Backflow Preventer",MATERIAL,EA,822.93,67.14,437.73,Facility Water Distribution
"Linn County, Oregon",Electrical > Conduit > PVC Conduit,d840c361-28f2-4727-8210-a7922ec73ccf,N/A (Root),"1"" Liquidtight Nm 90-Degree PVC Conduit Fitting Connector Fitting",MATERIAL,EA,10.35,58.83,6.44,Common Work Results for Electrical
"Linn County, Oregon",Electrical > Switches and Outlets > Wall Plates and Covers,e14e3107-79c3-4945-a1d5-c0eadaf021cd,N/A (Root),"1"" Metal 5.8 cu. in. Square Pre-Galvanized Mud Ring - 4"" Raised",MATERIAL,EA,9.21,58.83,5.3,Common Work Results for Electrical
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,9230c2f7-2490-4e47-9ea2-1fc9666e08ba,N/A (Root),"1"" NPT Union X NPT Lead-Free Pressure Reducing Valve",MATERIAL,EA,176.06,67.14,131.41,Facility Water Distribution
"Linn County, Oregon",Plumbing > Pipe and Tubing > Pipe Clamps and Support,d1dd1367-6212-41c7-bb5f-b8eba4cf04b5,N/A (Root),"1"" PEX Tubing Support Clamp Plastic Copper",MATERIAL,EA,5.82,67.14,1.09,Facility Water Distribution
"Linn County, Oregon",Electrical > Conduit > Rigid Conduit,e0b4b981-55e4-415c-b85c-6f06f0fc3ef7,N/A (Root),"1"" Rigid Compression Conduit Coupling Fitting",MATERIAL,EA,21.86,58.83,17.95,Common Work Results for Electrical
"Linn County, Oregon",Electrical > Conduit > PVC Conduit,c183c673-0b0f-4f38-92a8-cdd3f61b371f,N/A (Root),"1"" Schedule 40 PVC 45-Degree Elbow Fitting",MATERIAL,EA,5.99,58.83,2.08,Common Work Results for Electrical
"Linn County, Oregon",Plumbing > Pipe and Tubing > Pipe Clamps and Support,f24d91ac-4fd6-4054-ae07-bc2e01890d7c,N/A (Root),"1"" Stainless Steel Pipe Pinch Clamps (100-count)",MATERIAL,EA,33.02,43.11,29.98,
"Linn County, Oregon",Plumbing > Pipe Fittings and Hardware > Valves,b4428f4a-e033-4d76-964a-390d1e3dbd67,N/A (Root),"1"" X 1"" Brass FPT Compact- Threaded Gate Valve",MATERIAL,EA,60.13,67.14,15.48,Facility Water Distribution
